complaint_id,txn_id,user_id,merchant_id,disputed_amount,reason_code,reason_category,complaint_text,resolution_status,severity,channel,reported_timestamp,transaction_timestamp,bank_response_timestamp,disputed_amount_missing,disputed_amount_negative,txn_id_missing,reported_ts_missing,txn_ts_missing,bank_response_missing,reported_before_txn,complaint_id_duplicate
CBK0001927,TXN00011359,USR71316,MCH5954,6170.83,ATO,ACCOUNT_TAKEOVER,Customer says amount was debited twice.,CLOSED,MEDIUM,CHATBOT,2026-03-22 14:50:33,2026-03-14 00:00:00,2026-04-09 14:50:33,False,False,False,False,False,False,False,False
CBK0001093,,USR43765,MCH9369,1407.25,Wrong Amount,AMOUNT_MISMATCH,Customer says transaction was not authorized.,OPEN,MEDIUM,IVR,2026-02-21 00:00:00,2026-02-20 06:25:08,2026-03-19 00:00:00,False,False,True,False,False,False,False,False
CBK0000217,TXN00010428,USR35582,MCH8391,2580.03,suspicious transaction,FRAUD,User claims account was compromised before transaction.,PENDING_BANK,HIGH,EMAIL,2026-03-17 00:00:00,,,False,False,False,False,True,True,False,False
CBK0000902,TXN00019180,USR18416,MCH3100,163.0,Service Not Provided,SERVICE_NOT_DELIVERED,Complaint received after multiple failed attempts.,PENDING_BANK,HIGH,BRANCH,2026-03-04 08:02:37,2026-02-28 00:00:00,,False,False,False,False,False,True,False,False
CBK0000652,TXN00015166,USR42412,MCH2811,732.38,service failed,SERVICE_NOT_DELIVERED,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,OPEN,HIGH,IVR,2026-01-09 00:00:00,2026-01-06 00:00:00,2026-01-26 00:00:00,False,False,False,False,False,False,False,False
CBK0001358,TXN00013107,USR31479,MCH2757,1035.74,login compromised,ACCOUNT_TAKEOVER,Payment made to unknown merchant as per customer statement.,CLOSED,LOW,IVR,,2026-01-20 00:15:51,2026-02-26 00:00:00,False,False,False,True,False,False,False,False
CBK0001023,TXN00007154,USR60699,MCH6910,3092.99,DUP_DEBIT,DUPLICATE_DEBIT,User claims account was compromised before transaction.,REJECTED,LOW,CHATBOT,2026-01-29 13:08:00,2026-01-24 02:08:45,,False,False,False,False,False,True,False,False
CBK0001630,TXN00011150,USR97781,MCH4684,3344.0,Duplicate Debit,DUPLICATE_DEBIT,Customer says transaction was not authorized.,RESOLVED,MEDIUM,CALL_CENTER,2026-03-07 00:00:00,2026-03-04 21:59:00,,False,False,False,False,False,True,False,False
CBK0002123,TXN00015926,USR65059,MCH5703,851.0,Merchant Not Delivered,SERVICE_NOT_DELIVERED,User claims account was compromised before transaction.,IN_PROGRESS,MEDIUM,CHATBOT,2026-03-12 14:21:21,,2026-04-07 00:00:00,False,False,False,False,True,False,False,False
CBK0000421,TXN00010803,USR72422,MCH2757,7913.77,suspicious transaction,FRAUD,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,MEDIUM,BRANCH,2026-02-27 00:00:00,2026-02-24 00:00:00,,False,False,False,False,False,True,False,False
CBK0002771,TXN00003740,USR43341,MCH4181,6434.35,Customer Dispute,CUSTOMER_DISPUTE,user says upi pin was not entered by them.,IN_PROGRESS,LOW,BRANCH,2026-02-08 09:22:00,2026-02-07 00:00:00,2026-03-08 00:00:00,False,False,False,False,False,False,False,False
CBK0002424,TXN00002184,USR26661,MCH1213,3019.75,fraud,FRAUD,Payment made to unknown merchant as per customer statement.,CLOSED,MEDIUM,EMAIL,,2026-01-02 15:21:00,2026-01-24 00:00:00,False,False,False,True,False,False,False,False
CBK0000631,TXN00004185,USR21843,MCH5007,7433.73,extra amount deducted,AMOUNT_MISMATCH,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,OPEN,LOW,CHATBOT,,2026-01-16 00:00:00,2026-01-26 00:00:00,False,False,False,True,False,False,False,False
CBK0001390,TXN00017748,USR66250,MCH1711,8160.0,Account Takeover,ACCOUNT_TAKEOVER,User says UPI PIN was not entered by them.,RESOLVED,LOW,APP,2026-03-19 19:20:03,2026-03-04 16:20:03,2026-03-20 00:00:00,False,False,False,False,False,False,False,False
CBK0002141,TXN00009768,USR20378,MCH9291,2335.0,unauth txn,UNAUTHORIZED,User says UPI PIN was not entered by them.,OPEN,MEDIUM,APP,2026-03-30 17:28:30,2026-03-20 00:00:00,2026-04-03 00:00:00,False,False,False,False,False,False,False,False
CBK0002126,TXN00010837,USR17697,MCH6219,3555.94,Wrong Amount,AMOUNT_MISMATCH,User reports money deducted but merchant denies receiving payment.,RESOLVED,LOW,CHATBOT,2026-03-16 11:18:08,2026-03-15 07:18:08,,False,False,False,False,False,True,False,False
CBK0000494,TXN00017891,USR29919,MCH9291,3343.99,Merchant Not Delivered,SERVICE_NOT_DELIVERED,Merchant service was not delivered after payment.,REJECTED,CRITICAL,APP,2026-01-12 00:00:00,2026-01-01 08:32:31,2026-01-31 00:00:00,False,False,False,False,False,False,False,False
CBK0000727,TXN00008469,USR71348,MCH9319,-604.81,DUP_DEBIT,DUPLICATE_DEBIT,User says UPI PIN was not entered by them.,REJECTED,MEDIUM,APP,2026-01-11 00:00:00,2026-01-03 19:11:00,2026-02-04 00:00:00,False,True,False,False,False,False,False,False
CBK0000531,TXN00014058,USR49275,MCH9836,1009.36,incorrect amount,AMOUNT_MISMATCH,User claims account was compromised before transaction.,PENDING_BANK,CRITICAL,IVR,2026-01-30 00:00:07,2026-01-24 00:00:00,2026-02-20 00:00:00,False,False,False,False,False,False,False,False
CBK0001139,TXN00009825,USR93426,MCH6856,-6446.22,Duplicate Debit,DUPLICATE_DEBIT,Customer says amount was debited twice. urgent,IN_PROGRESS,CRITICAL,APP,2026-03-06 14:42:00,2026-03-03 00:00:00,2026-03-23 14:42:18,False,True,False,False,False,False,False,False
CBK0001402,TXN00004276,USR93581,MCH2383,-3192.45,Fraud Suspected,FRAUD,User reports money deducted but merchant denies receiving payment.,OPEN,MEDIUM,IVR,2026-01-28 05:19:32,2026-01-22 09:19:32,2026-02-22 00:00:00,False,True,False,False,False,False,False,False
CBK0002461,TXN00017240,USR28613,MCH1420,7674.03,no service,SERVICE_NOT_DELIVERED,Merchant service was not delivered after payment.,PENDING_BANK,LOW,APP,2026-02-18 00:00:00,2026-02-12 06:09:18,2026-03-03 00:00:00,False,False,False,False,False,False,False,False
CBK0000246,TXN00019885,USR90720,MCH8625,2738.74,charged twice,DUPLICATE_DEBIT,Payment made to unknown merchant as per customer statement.,PENDING_BANK,MEDIUM,IVR,2026-02-23 00:00:00,2026-02-22 05:29:58,,False,False,False,False,False,True,False,False
CBK0001110,TXN00013301,USR82155,MCH9291,,UNAUTHORISED,UNAUTHORIZED,Complaint received after multiple failed attempts.,RESOLVED,HIGH,CHATBOT,2026-03-30 06:05:00,2026-03-27 08:05:22,,True,False,False,False,False,True,False,False
CBK0000372,TXN00010170,USR38969,MCH7294,,Customer Dispute,CUSTOMER_DISPUTE,Payment made to unknown merchant as per customer statement.,RESOLVED,MEDIUM,APP,2026-01-18 00:00:00,2026-01-03 19:40:32,,True,False,False,False,False,True,False,False
CBK0002016,TXN00007362,USR90209,MCH9344,3269.55,Service Not Provided,SERVICE_NOT_DELIVERED,Customer says transaction was not authorized.,IN_PROGRESS,LOW,CHATBOT,2026-04-03 14:15:00,2026-03-23 00:00:00,2026-04-17 00:00:00,False,False,False,False,False,False,False,False
CBK0002498,TXN00009704,USR26525,MCH4212,2595.11,Service Not Provided,SERVICE_NOT_DELIVERED,Customer says amount was debited twice.,RESOLVED,LOW,CALL_CENTER,2026-01-26 03:33:00,2026-01-24 00:00:00,2026-01-26 00:00:00,False,False,False,False,False,False,False,False
CBK0001481,TXN00001735,USR85139,MCH3100,-3084.74,service failed,SERVICE_NOT_DELIVERED,Merchant service was not delivered after payment.,CLOSED,MEDIUM,IVR,2026-03-28 00:00:00,2026-02-26 00:00:00,2026-03-28 00:00:00,False,True,False,False,False,False,False,False
CBK0002392,TXN00006668,USR61084,MCH2875,1736.0,Customer Dispute,CUSTOMER_DISPUTE,payment made to unknown merchant as per customer statement.,RESOLVED,HIGH,EMAIL,2026-01-30 00:00:00,2026-01-28 00:00:00,2026-02-17 12:08:01,False,False,False,False,False,False,False,False
CBK0000614,TXN00000040,USR94585,MCH8779,-1389.07,ATO,ACCOUNT_TAKEOVER,Complaint received after multiple failed attempts. call dropped,RESOLVED,LOW,APP,2026-01-25 00:00:00,2026-01-20 00:00:00,2026-02-10 00:00:00,False,True,False,False,False,False,False,False
CBK0002520,TXN00006276,USR55226,MCH7826,1890.0,DUP_DEBIT,DUPLICATE_DEBIT,Merchant service was not delivered after payment.,PENDING_BANK,CRITICAL,BRANCH,2026-01-22 00:00:00,2026-01-21 00:00:00,2026-01-24 16:37:21,False,False,False,False,False,False,False,False
CBK0000593,TXN00013111,USR25826,MCH9808,,ATO,ACCOUNT_TAKEOVER,Customer says transaction was not authorized.,OPEN,HIGH,IVR,2026-03-05 18:10:06,2026-02-26 00:00:00,2026-03-15 00:00:00,True,False,False,False,False,False,False,False
CBK0000551,TXN00012467,USR71976,MCH4344,1654.78,dispute raised,CUSTOMER_DISPUTE,Suspicious high-value payment disputed by customer.,PENDING_BANK,LOW,CHATBOT,2026-02-05 08:46:36,2026-02-01 10:46:36,2026-03-07 00:00:00,False,False,False,False,False,False,False,False
CBK0000138,TXN00003017,USR74855,MCH9944,707.43,login compromised,ACCOUNT_TAKEOVER,Customer complaint text unclear due to poor call center notes.,REJECTED,LOW,EMAIL,2026-01-18 08:06:13,2026-01-12 10:06:13,2026-02-13 00:00:00,False,False,False,False,False,False,False,False
CBK0000100,TXN00017882,USR54020,MCH3381,732.66,double debit,DUPLICATE_DEBIT,User reports money deducted but merchant denies receiving payment.,OPEN,HIGH,APP,2026-01-20 00:00:00,2026-01-17 00:00:00,2026-02-17 00:00:00,False,False,False,False,False,False,False,False
CBK0000620,TXN00014536,USR49473,MCH9291,-12058.7,double debit,DUPLICATE_DEBIT,Suspicious high-value payment disputed by customer.,IN_PROGRESS,MEDIUM,IVR,2026-01-10 00:00:00,2026-01-08 10:01:00,,False,True,False,False,False,True,False,False
CBK0000787,TXN00015064,USR33856,MCH8652,981.9,Duplicate Debit,DUPLICATE_DEBIT,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,MEDIUM,IVR,2026-03-20 00:00:00,2026-02-03 00:00:00,2026-03-25 00:00:00,False,False,False,False,False,False,False,False
CBK0002134,TXN00009374,USR27878,MCH5264,50.0,Customer Dispute,CUSTOMER_DISPUTE,Customer says amount was debited twice.,PENDING_BANK,MEDIUM,IVR,2026-04-02 15:34:53,2026-03-30 13:34:53,,False,False,False,False,False,True,False,False
CBK0001981,TXN00014392,USR72048,MCH4590,4520.19,Duplicate Debit,DUPLICATE_DEBIT,user claims account was compromised before transaction.,REJECTED,LOW,APP,2026-03-20 00:00:00,2026-03-17 00:00:00,2026-03-23 00:00:00,False,False,False,False,False,False,False,False
CBK0001249,TXN00003498,USR73675,MCH3822,3661.3,suspicious transaction,FRAUD,user reports money deducted but merchant denies receiving payment.,RESOLVED,MEDIUM,EMAIL,2026-04-08 14:29:36,2026-03-31 00:00:00,2026-04-20 00:00:00,False,False,False,False,False,False,False,False
CBK0002554,TXN00000914,USR21146,MCH2266,1207.28,item not received,SERVICE_NOT_DELIVERED,User claims account was compromised before txn.,OPEN,HIGH,BRANCH,2026-03-25 00:00:00,2026-02-08 11:30:00,2026-04-02 00:00:00,False,False,False,False,False,False,False,False
CBK0002602,TXN00012801,USR20795,MCH5787,2374.29,Service Not Provided,SERVICE_NOT_DELIVERED,Suspicious high-value payment disputed by customer.,RESOLVED,MEDIUM,CALL_CENTER,2026-02-18 00:00:00,2026-02-11 00:00:00,2026-03-09 12:23:30,False,False,False,False,False,False,False,False
CBK0002797,TXN00013910,USR34880,MCH1320,877.44,unauthorized_transaction,UNAUTHORIZED,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,IN_PROGRESS,HIGH,CHATBOT,2026-01-27 08:46:00,2026-01-21 11:46:59,,False,False,False,False,False,True,False,False
CBK0000521,TXN00019385,USR20822,MCH6549,1082.82,unauthorized_transaction,UNAUTHORIZED,Suspicious high-value payment disputed by customer.,IN_PROGRESS,HIGH,BRANCH,2026-03-21 00:00:00,2026-03-19 19:31:42,2026-04-11 11:31:42,False,False,False,False,False,False,False,False
CBK0001422,TXN00013883,USR59251,MCH7833,3588.0,Unauthorized Transaction,UNAUTHORIZED,Payment made to unknown merchant as per customer statement.,OPEN,MEDIUM,CHATBOT,2026-01-15 11:58:51,2026-01-13 00:00:00,2026-01-21 00:00:00,False,False,False,False,False,False,False,False
CBK0000458,TXN00016719,USR26895,MCH4723,2956.42,complaint,CUSTOMER_DISPUTE,User claims account was compromised before txn.,RESOLVED,LOW,CHATBOT,2026-01-19 00:00:00,2026-01-16 00:00:00,2026-02-03 00:00:00,False,False,False,False,False,False,False,False
CBK0000085,TXN00004176,USR35280,MCH8030,1105.82,login compromised,ACCOUNT_TAKEOVER,Customer complaint text unclear due to poor call center notes.,CLOSED,HIGH,BRANCH,2026-01-09 21:57:00,2026-01-08 00:00:00,2026-01-27 21:57:00,False,False,False,False,False,False,False,False
CBK0000376,TXN00010928,USR62685,MCH9719,1538.0,DUP_DEBIT,DUPLICATE_DEBIT,Customer says transaction was not authorized. urgent,CLOSED,HIGH,CHATBOT,2026-03-01 05:50:00,2026-02-26 00:00:00,2026-03-17 05:50:00,False,False,False,False,False,False,False,False
CBK0002059,,USR69096,MCH6070,-599.01,Account Takeover,ACCOUNT_TAKEOVER,user says upi pin was not entered by them.,RESOLVED,LOW,BRANCH,2026-02-06 07:00:00,2026-02-03 00:00:00,,False,True,True,False,False,True,False,False
CBK0002759,TXN00003778,USR65783,MCH3028,7597.0,amount mismatch,AMOUNT_MISMATCH,User claims account was compromised before transaction.,PENDING_BANK,MEDIUM,CALL_CENTER,2026-02-07 12:51:27,2026-02-06 00:00:00,2026-02-25 00:00:00,False,False,False,False,False,False,False,False
CBK0000425,TXN00019652,USR51854,MCH4908,1289.49,FRAUD,FRAUD,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,CRITICAL,APP,,2026-03-06 00:00:00,2026-03-25 08:31:28,False,False,False,True,False,False,False,False
CBK0000473,TXN00006355,USR15888,MCH5561,1211.72,Merchant Not Delivered,SERVICE_NOT_DELIVERED,Customer says transaction was not authorized.,RESOLVED,MEDIUM,BRANCH,2026-01-14 00:00:00,2026-01-12 00:00:00,2026-01-18 13:37:06,False,False,False,False,False,False,False,False
CBK0002609,TXN00005872,USR71348,MCH9291,2023.21,not done by me,UNAUTHORIZED,Customer complaint text unclear due to poor call center notes.,RESOLVED,LOW,CHATBOT,2026-04-16 00:00:00,2026-03-31 04:58:00,2026-05-11 00:00:00,False,False,False,False,False,False,False,False
CBK0002781,TXN00007463,USR88712,MCH4226,540.0,merchant service issue,SERVICE_NOT_DELIVERED,Merchant service was not delivered after payment.,IN_PROGRESS,MEDIUM,IVR,2026-02-09 00:00:00,2026-02-08 10:50:00,,False,False,False,False,False,True,False,False
CBK0000437,TXN00008304,USR31182,MCH7390,6321.44,UNAUTHORISED,UNAUTHORIZED,Merchant service was not delivered after payment. NA,PENDING_BANK,MEDIUM,CHATBOT,2026-03-19 00:00:00,2026-03-17 00:00:00,,False,False,False,False,False,True,False,False
CBK0001434,TXN00014276,USR37196,MCH2407,637.61,charged twice,DUPLICATE_DEBIT,payment made to unknown merchant as per customer statement.,PENDING_BANK,MEDIUM,IVR,2026-03-30 00:00:00,2026-03-27 00:00:00,2026-04-08 00:00:00,False,False,False,False,False,False,False,False
CBK0002012,TXN00012346,USR40998,MCH3992,1010.1,account hacked,ACCOUNT_TAKEOVER,Customer says amount was debited twice.,IN_PROGRESS,HIGH,CALL_CENTER,2026-01-10 15:42:32,2026-01-07 00:00:00,,False,False,False,False,False,True,False,False
CBK0000297,TXN00019269,USR53731,MCH9458,2732.12,UNAUTHORISED,UNAUTHORIZED,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,CLOSED,MEDIUM,IVR,2026-02-11 00:00:00,2026-02-08 09:15:08,2026-02-15 00:00:00,False,False,False,False,False,False,False,False
CBK0002058,TXN00010832,USR29952,MCH6418,1882.0,ATO,ACCOUNT_TAKEOVER,User says UPI PIN was not entered by them. urgent,IN_PROGRESS,LOW,CHATBOT,2026-02-28 00:00:00,2026-02-22 21:09:00,2026-03-16 00:00:00,False,False,False,False,False,False,False,False
CBK0000267,,USR13313,MCH9823,1878.56,login compromised,ACCOUNT_TAKEOVER,Complaint received after multiple failed attempts.,CLOSED,MEDIUM,CHATBOT,2026-02-12 00:00:00,2026-02-09 00:00:00,2026-03-03 00:00:00,False,False,True,False,False,False,False,False
CBK0000035,TXN00004120,USR53171,MCH6920,5701.53,double debit,DUPLICATE_DEBIT,user reports money deducted but merchant denies receiving payment.,IN_PROGRESS,LOW,IVR,2026-03-05 00:00:00,2026-03-07 00:00:00,2026-04-02 00:00:00,False,False,False,False,False,False,True,False
CBK0002020,TXN00019784,USR89588,MCH8760,2591.32,not done by me,UNAUTHORIZED,Customer says amount was debited twice.,RESOLVED,LOW,IVR,2026-03-10 00:00:00,2026-03-08 00:00:00,,False,False,False,False,False,True,False,False
CBK0001016,TXN00018653,USR39211,MCH1376,2423.45,ATO,ACCOUNT_TAKEOVER,User reports money deducted but merchant denies receiving payment.,REJECTED,LOW,CHATBOT,2026-02-22 00:00:00,2026-02-19 00:00:00,2026-03-05 00:00:00,False,False,False,False,False,False,False,False
CBK0000905,TXN00003495,USR37693,MCH8091,2983.97,Merchant Not Delivered,SERVICE_NOT_DELIVERED,Complaint received after multiple failed attempts.,PENDING_BANK,LOW,EMAIL,2026-02-08 00:07:18,2026-01-08 00:00:00,,False,False,False,False,False,True,False,False
CBK0000394,TXN00000779,USR64440,MCH8614,4511.29,DUP_DEBIT,DUPLICATE_DEBIT,User claims account was compromised before txn.,IN_PROGRESS,MEDIUM,CHATBOT,2026-03-06 00:00:00,2026-02-03 13:21:00,2026-03-28 00:00:00,False,False,False,False,False,False,False,False
CBK0000059,TXN00011102,USR87051,MCH4693,1825.45,ATO,ACCOUNT_TAKEOVER,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,OPEN,LOW,CALL_CENTER,2026-03-07 00:00:00,2026-03-06 00:00:00,2026-03-09 00:00:00,False,False,False,False,False,False,False,False
CBK0001956,TXN00004350,USR48482,MCH1641,2131.37,UNAUTHORISED,UNAUTHORIZED,user claims account was compromised before transaction.,IN_PROGRESS,LOW,CHATBOT,2026-03-22 00:00:00,2026-03-16 00:00:00,2026-03-30 00:00:00,False,False,False,False,False,False,False,False
CBK0002439,TXN00009347,USR87914,MCH6751,1704.94,Wrong Amount,AMOUNT_MISMATCH,Suspicious high-value payment disputed by customer.,IN_PROGRESS,LOW,IVR,2026-03-12 20:47:00,,2026-03-24 00:00:00,False,False,False,False,True,False,False,False
CBK0002733,TXN00015766,USR87074,MCH6810,198.26,ATO,ACCOUNT_TAKEOVER,User reports money deducted but merchant denies receiving payment.,OPEN,LOW,CHATBOT,2026-04-05 00:00:00,2026-03-26 15:10:36,,False,False,False,False,False,True,False,False
CBK0000344,TXN00018344,USR11559,MCH4841,9060.0,Fraud Suspected,FRAUD,Merchant service was not delivered after payment.,CLOSED,HIGH,IVR,2026-03-07 00:00:00,2026-02-05 00:00:00,2026-03-08 22:10:00,False,False,False,False,False,False,False,False
CBK0000704,TXN00015091,USR45203,MCH9864,20286.73,Service Not Provided,SERVICE_NOT_DELIVERED,Suspicious high-value payment disputed by customer. NA,OPEN,HIGH,CHATBOT,2026-04-03 18:18:00,2026-03-28 00:00:00,2026-05-01 00:00:00,False,False,False,False,False,False,False,False
CBK0001841,TXN00005953,USR96307,MCH1423,1742.0,Merchant Not Delivered,SERVICE_NOT_DELIVERED,Payment made to unknown merchant as per customer statement.,REJECTED,LOW,IVR,2026-03-29 00:00:00,2026-03-28 00:00:00,2026-04-18 00:00:00,False,False,False,False,False,False,False,False
CBK0000305,TXN00002303,USR21074,MCH1320,1712.22,no service,SERVICE_NOT_DELIVERED,Customer says amount was debited twice.,IN_PROGRESS,LOW,APP,2026-02-09 00:00:00,2026-02-04 00:00:00,2026-02-22 00:00:00,False,False,False,False,False,False,False,False
CBK0002157,TXN00010666,USR74780,MCH6850,1349.33,extra amount deducted,AMOUNT_MISMATCH,Payment made to unknown merchant as per customer statement.,CLOSED,LOW,BRANCH,2026-03-09 00:00:00,2026-02-07 00:00:00,2026-03-27 00:00:00,False,False,False,False,False,False,False,False
CBK0000219,TXN00076688,USR63208,MCH6288,355.19,Merchant Not Delivered,SERVICE_NOT_DELIVERED,User claims account was compromised before transaction.,RESOLVED,LOW,BRANCH,2026-04-06 00:00:00,2026-03-31 00:00:00,2026-05-05 00:00:00,False,False,False,False,False,False,False,False
CBK0000503,TXN00009139,USR87033,MCH8779,1518.49,not done by me,UNAUTHORIZED,Payment made to unknown merchant as per customer statement.,CLOSED,CRITICAL,EMAIL,2026-03-08 00:00:00,2026-03-05 00:00:00,2026-03-29 10:48:07,False,False,False,False,False,False,False,False
CBK0002098,TXN00012193,USR22644,MCH5980,1913.11,fraud,FRAUD,Merchant service was not delivered after payment.,CLOSED,HIGH,CALL_CENTER,2026-03-20 00:00:00,2026-03-19 04:04:00,2026-03-24 00:00:00,False,False,False,False,False,False,False,False
CBK0002395,TXN00010795,USR24347,MCH3677,-933.13,Duplicate Debit,DUPLICATE_DEBIT,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,LOW,CHATBOT,2026-04-14 00:00:00,2026-03-30 00:00:00,2026-05-10 12:23:00,False,True,False,False,False,False,False,False
CBK0001580,TXN00004779,USR38912,MCH6908,1565.13,scam,FRAUD,customer says amount was debited twice.,OPEN,MEDIUM,EMAIL,2026-01-13 09:59:00,2026-01-12 10:59:00,2026-01-16 00:00:00,False,False,False,False,False,False,False,False
CBK0000388,TXN00000433,USR50784,MCH6968,979.0,amount mismatch,AMOUNT_MISMATCH,User says UPI PIN was not entered by them.,OPEN,LOW,BRANCH,2026-02-23 19:00:44,2026-02-18 00:00:00,2026-03-19 00:00:00,False,False,False,False,False,False,False,False
CBK0000891,TXN00017408,USR10307,MCH7766,836.19,delivery issue,SERVICE_NOT_DELIVERED,user reports money deducted but merchant denies receiving payment.,IN_PROGRESS,LOW,EMAIL,2026-03-23 00:00:00,2026-03-23 00:00:00,,False,False,False,False,False,True,False,False
CBK0000501,TXN00019009,USR96611,MCH3763,1552.99,amount mismatch,AMOUNT_MISMATCH,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,HIGH,APP,2026-01-15 00:00:00,2026-01-10 00:00:00,2026-01-27 15:33:00,False,False,False,False,False,False,False,False
CBK0002227,TXN00097124,USR21632,MCH9291,1596.33,Duplicate Debit,DUPLICATE_DEBIT,User reports money deducted but merchant denies receiving payment.,RESOLVED,HIGH,APP,2026-04-12 00:00:00,2026-02-25 20:48:05,2026-04-26 00:00:00,False,False,False,False,False,False,False,False
CBK0000060,TXN00004672,USR95647,MCH3815,985.98,merchant service issue,SERVICE_NOT_DELIVERED,Suspicious high-value payment disputed by customer.,RESOLVED,HIGH,IVR,2026-01-09 00:00:00,,2026-02-04 00:00:00,False,False,False,False,True,False,False,False
CBK0002174,,USR75213,MCH2779,484.07,ATO,ACCOUNT_TAKEOVER,User reports money deducted but merchant denies receiving payment.,CLOSED,MEDIUM,BRANCH,2026-04-14 23:11:36,2026-02-28 00:00:00,2026-05-10 00:00:00,False,False,True,False,False,False,False,False
CBK0000869,TXN00011061,USR71557,MCH8342,-211.84,complaint,CUSTOMER_DISPUTE,Merchant service was not delivered after payment.,CLOSED,LOW,CALL_CENTER,2026-03-14 00:00:00,2026-03-03 00:00:00,2026-04-11 00:00:00,False,True,False,False,False,False,False,False
CBK0001381,TXN00011623,USR99837,MCH8765,3487.78,no service,SERVICE_NOT_DELIVERED,Customer says amount was debited twice. NA,CLOSED,HIGH,IVR,2026-01-30 21:27:00,2026-01-28 09:27:00,,False,False,False,False,False,True,False,False
CBK0002396,TXN00000711,USR70575,MCH1910,,customer issue,CUSTOMER_DISPUTE,User says UPI PIN was not entered by them. NA,RESOLVED,HIGH,IVR,,2026-02-25 00:00:00,,True,False,False,True,False,True,False,False
CBK0000723,TXN00001222,USR96458,MCH9291,,merchant service issue,SERVICE_NOT_DELIVERED,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,RESOLVED,LOW,EMAIL,2026-01-16 04:31:14,2026-01-14 00:00:00,,True,False,False,False,False,True,False,False
CBK0000504,TXN00008435,USR93535,MCH7466,755.82,not delivered,SERVICE_NOT_DELIVERED,Customer says amount was debited twice.,REJECTED,MEDIUM,EMAIL,2026-02-06 00:00:00,,2026-03-03 09:34:59,False,False,False,False,True,False,False,False
CBK0002746,TXN00015136,USR57117,MCH5167,661.74,Merchant Not Delivered,SERVICE_NOT_DELIVERED,Customer complaint text unclear due to poor call center notes.,OPEN,LOW,CALL_CENTER,2026-02-26 00:00:00,2026-02-24 00:00:00,2026-03-27 08:47:00,False,False,False,False,False,False,False,False
CBK0002737,TXN00005881,USR91565,MCH2757,2284.0,Wrong Amount,AMOUNT_MISMATCH,Merchant service was not delivered after payment.,REJECTED,MEDIUM,EMAIL,2026-02-07 00:00:00,2026-02-03 19:55:07,2026-02-13 08:55:00,False,False,False,False,False,False,False,False
CBK0002270,TXN00000045,USR73010,MCH6294,1101.8,ATO,ACCOUNT_TAKEOVER,Customer says transaction was not authorized.,CLOSED,MEDIUM,CALL_CENTER,2026-01-05 22:00:00,2026-01-03 00:00:03,2026-01-11 22:00:03,False,False,False,False,False,False,False,False
CBK0001994,TXN00000296,USR71624,MCH4650,512.0,login compromised,ACCOUNT_TAKEOVER,Complaint received after multiple failed attempts.,RESOLVED,HIGH,APP,2026-03-29 17:25:00,2026-03-29 00:00:00,2026-03-30 00:00:00,False,False,False,False,False,False,False,False
CBK0002612,TXN00010607,USR32830,MCH9346,397.65,Account Takeover,ACCOUNT_TAKEOVER,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,RESOLVED,HIGH,BRANCH,2026-03-17 00:00:00,2026-03-01 00:00:00,2026-04-07 00:00:00,False,False,False,False,False,False,False,False
CBK0001950,TXN00002053,USR33960,MCH5223,2130.67,charged twice,DUPLICATE_DEBIT,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,MEDIUM,EMAIL,2026-03-27 11:08:07,2026-03-26 00:00:00,2026-04-08 11:08:00,False,False,False,False,False,False,False,False
CBK0000757,TXN00010601,USR53404,MCH4311,1363.12,item not received,SERVICE_NOT_DELIVERED,User says UPI PIN was not entered by them.,CLOSED,MEDIUM,IVR,2026-03-26 10:22:00,2026-03-20 14:22:47,2026-04-22 00:00:00,False,False,False,False,False,False,False,False
CBK0000159,TXN00001671,USR51888,MCH8727,2605.0,Wrong Amount,AMOUNT_MISMATCH,User says UPI PIN was not entered by them.,PENDING_BANK,HIGH,IVR,2026-02-24 00:00:00,2026-02-19 00:00:00,2026-02-24 00:00:00,False,False,False,False,False,False,False,False
CBK0001270,TXN00015781,USR60184,MCH5412,6433.23,amount mismatch,AMOUNT_MISMATCH,Customer says transaction was not authorized.,OPEN,HIGH,CHATBOT,2026-02-25 18:53:25,2026-02-22 00:00:00,2026-02-25 18:53:25,False,False,False,False,False,False,False,False
CBK0001833,TXN00009923,USR24660,MCH3434,2940.0,complaint,CUSTOMER_DISPUTE,Merchant service was not delivered after payment.,OPEN,MEDIUM,CALL_CENTER,2025-12-30 12:15:20,2026-01-04 12:15:00,2025-12-31 00:00:00,False,False,False,False,False,False,True,False
