merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account_last4,merchant_status,declared_avg_ticket_size,mcc_inferred,mcc_missing,ticket_size_negative,ticket_size_missing,settlement_account_missing,onboarding_missing
MCH1924,"Choudhary, Iyer and Boase",5912,PHARMACY,PARTNERSHIP,Jaipur,Rajasthan,2024-11-12 00:00:00,XXXX3944,ACTIVE,7220.04,False,False,False,False,False,False
MCH1926,bhattacharyya-om,5311,DEPARTMENT_STORE,INDIVIDUAL,Mumbai,Maharashtra,2025-06-16 00:00:00,XXXX8494,ACTIVE,2425.42,False,False,False,False,False,False
MCH1929,"Bahri,DaraandSaran",5942,BOOKS_STATIONERY,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-12-26 09:06:43,XXXX4676,ACTIVE,-2563.73,False,False,True,False,False,False
MCH1934,"Deol,DugarandParmer",5942,BOOKS_STATIONERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-06-26 13:50:54,,ACTIVE,2520.96,False,False,False,False,True,False
MCH1936,"Batra, Ramanathan and Din",5912,PHARMACY,SOLE_PROPRIETOR,Hyderabad,Telangana,2024-07-16 00:00:00,XXXX3173,ACTIVE,143.98,False,False,False,False,False,False
MCH1939,"Lal,SahniandChopra",7011,HOTEL,PRIVATE_LIMITED,Ludhiana,Punjab,2026-02-05 00:00:00,XXXX8735,ACTIVE,509.0,False,False,False,False,False,False
MCH1940,ANNE GROUP,4131,TRANSPORT,SOLE_PROPRIETOR,Hyderabad,Telangana,2025-01-16 19:34:00,XXXX3192,ACTIVE,2525.67,False,False,False,False,False,False
MCH1941,Bath-Sunder,4814,TELECOM,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-05-22 00:00:00,,INACTIVE,,False,False,False,True,True,False
MCH1944,Srinivas-Singh,7011,HOTEL,INDIVIDUAL,Mumbai,Maharashtra,2025-08-27 00:00:00,XXXX4745,ACTIVE,1161.95,True,False,False,False,False,False
MCH1946,Sibal LLC,7011,HOTEL,SOLE_PROPRIETOR,Jalandhar,Punjab,2026-01-24 21:05:43,XXXX7008,ACTIVE,2804.71,False,False,False,False,False,False
MCH1947,"Batra, Kar and Sodhi",5699,APPAREL,PARTNERSHIP,Bengaluru,Karnataka,2025-08-24 19:46:43,XXXX6721,ACTIVE,3015.23,False,False,False,False,False,False
MCH1948,"Sundaram, Sami and Jha",4814,TELECOM,PRIVATE_LIMITED,Jaipur,Rajasthan,2024-07-17 00:00:00,XXXX9756,ACTIVE,634.29,False,False,False,False,False,False
MCH1952,Madan Inc,5942,BOOKS_STATIONERY,PARTNERSHIP,Chennai,Tamil Nadu,2024-06-28 00:00:00,XXXX2215,INACTIVE,1643.17,False,False,False,False,False,False
MCH1953,"Banerjee, Maharaj and Rege",7011,HOTEL,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-12-14 00:00:00,XXXX3216,ACTIVE,1226.94,False,False,False,False,False,False
MCH1954,"Kunda, Kata and Shetty",4814,TELECOM,INDIVIDUAL,Pune,Maharashtra,2025-10-19 00:00:00,XXXX1036,ACTIVE,923.81,True,False,False,False,False,False
MCH1955,"SRINIVAS, KHURANA AND CHOUDHRY",5999,MISC_RETAIL,PRIVATE_LIMITED,Jalandhar,Punjab,2025-01-18 12:28:00,XXXX5304,ACTIVE,883.05,False,False,False,False,False,False
MCH1956,Sodhi PLC,5912,PHARMACY,INDIVIDUAL,Amritsar,Punjab,2025-09-28 15:41:51,XXXX9509,INACTIVE,1459.74,False,False,False,False,False,False
MCH1959,Khatri-Kumar,5912,PHARMACY,PRIVATE_LIMITED,Mumbai,Maharashtra,2025-09-01 20:33:00,XXXX0153,ACTIVE,622.0,False,False,False,False,False,False
MCH1960,Bail-Chand,5411,GROCERY,PARTNERSHIP,Hyderabad,Telangana,2024-08-26 00:00:00,XXXX7716,ACTIVE,613.0,False,False,False,False,False,False
MCH1965,chawla-sawhney,4814,TELECOM,INDIVIDUAL,Bengaluru,Karnataka,2025-08-21 00:00:00,,ACTIVE,4592.95,False,False,False,False,True,False
MCH1966,Munshi-Bath,4131,TRANSPORT,PRIVATE_LIMITED,Bengaluru,Karnataka,2026-01-27 00:00:00,,INACTIVE,1858.12,False,False,False,False,True,False
MCH1968,Shroff-Mani,5411,GROCERY,PARTNERSHIP,Mumbai,Maharashtra,2024-04-10 00:00:00,XXXX1953,ACTIVE,1674.0,True,False,False,False,False,False
MCH1969,Narain-Menon,5311,DEPARTMENT_STORE,INDIVIDUAL,Delhi,Delhi,2025-11-16 00:00:00,XXXX3850,ACTIVE,453.33,False,False,False,False,False,False
MCH1971,Khanna and Sons,4814,TELECOM,PARTNERSHIP,Mumbai,Maharashtra,2026-02-06 00:00:00,XXXX1386,ACTIVE,2326.17,False,False,False,False,False,False
MCH1973,"Walia, Khatri and Saha",5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-11-16 00:00:00,XXXX4975,ACTIVE,,False,False,False,True,False,False
MCH1974,Kap00r LLC,4131,TRANSPORT,PARTNERSHIP,Chennai,Tamil Nadu,2024-05-12 08:25:13,XXXX8473,ACTIVE,,False,False,False,True,False,False
MCH1976,"MUTTI, SASTRY AND JHA",5942,BOOKS_STATIONERY,PRIVATE_LIMITED,Amritsar,Punjab,2023-04-08 00:00:00,,ACTIVE,2928.73,False,False,False,False,True,False
MCH1977,Chahal-Kumer,5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-09-01 00:00:00,XXXX3479,ACTIVE,897.0,False,False,False,False,False,False
MCH1982,"Behl, Jayaraman and Divan",5699,APPAREL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2025-10-09 00:00:00,,ACTIVE,298.94,False,False,False,False,True,False
MCH1983,Jayaraman PLC,5912,PHARMACY,SOLE_PROPRIETOR,Hyderabad,Telangana,2024-12-13 00:00:00,XXXX0480,ACTIVE,657.32,False,False,False,False,False,False
MCH1984,"Lala, Wagle and Bal",5699,APPAREL,PARTNERSHIP,Chennai,Tamil Nadu,2025-01-08 00:00:00,,ACTIVE,5244.88,False,False,False,False,True,False
MCH1986,Vaidya-Roy,5699,APPAREL,INDIVIDUAL,Bengaluru,Karnataka,2026-01-19 00:00:00,,ACTIVE,1981.5,False,False,False,False,True,False
MCH1987,"DORA, SARMA AND BISWAS",4814,TELECOM,PARTNERSHIP,Mumbai,Maharashtra,2023-01-31 00:00:00,XXXX2999,ACTIVE,3268.84,False,False,False,False,False,False
MCH1990,Mitra PLC,7011,HOTEL,PARTNERSHIP,Amritsar,Punjab,2024-04-12 00:00:00,XXXX5001,ACTIVE,1251.23,False,False,False,False,False,False
MCH1993,DHALIWAL PLC,4814,TELECOM,SOLE_PROPRIETOR,Amritsar,Punjab,,XXXX7818,ACTIVE,428.65,False,False,False,False,False,True
MCH1994,"Naik, Bhasin and Virk",7011,HOTEL,SOLE_PROPRIETOR,Amritsar,Punjab,2024-09-24 12:17:05,XXXX6647,ACTIVE,886.83,False,False,False,False,False,False
MCH1995,"Mand, Halder and Rajagopalan",5942,BOOKS_STATIONERY,PARTNERSHIP,Jaipur,Rajasthan,2024-04-04 00:00:00,XXXX8966,INACTIVE,158.78,False,False,False,False,False,False
MCH2003,Rajagopalan Inc,5311,DEPARTMENT_STORE,INDIVIDUAL,Pune,Maharashtra,2023-06-16 00:00:00,XXXX7704,ACTIVE,567.0,False,False,False,False,False,False
MCH2007,"MAHAL, DIVAN AND SHARAF",5999,MISC_RETAIL,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-02-02 22:14:37,XXXX6835,ACTIVE,435.32,False,False,False,False,False,False
MCH2009,"Tiwari, Naidu and Muni",5699,APPAREL,PARTNERSHIP,Pune,Maharashtra,2024-04-05 00:00:00,XXXX8381,ACTIVE,732.0,False,False,False,False,False,False
MCH2013,"Nanda, Saraf and Halder",5411,GROCERY,INDIVIDUAL,Kolkata,West Bengal,2025-04-22 00:00:00,,ACTIVE,-1721.62,False,False,True,False,True,False
MCH2014,Sundaram and Sons,5999,MISC_RETAIL,PRIVATE_LIMITED,Ludhiana,Punjab,2024-01-27 00:00:00,XXXX5436,ACTIVE,4199.0,False,False,False,False,False,False
MCH2015,Gulati LLC,4814,TELECOM,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-06-22 07:04:00,,ACTIVE,17945.28,False,False,False,False,True,False
MCH2016,"Amble, Yadav and Dube",5999,MISC_RETAIL,PARTNERSHIP,Kolkata,West Bengal,2025-03-18 00:00:00,XXXX3614,INACTIVE,10324.69,False,False,False,False,False,False
MCH2019,WALLA-RANGANATHAN,5999,MISC_RETAIL,PARTNERSHIP,Bengaluru,Karnataka,2024-05-22 00:00:00,,ACTIVE,1915.39,False,False,False,False,True,False
MCH2020,Prabhu-Kar,5699,APPAREL,PRIVATE_LIMITED,Jalandhar,Punjab,2025-03-15 21:17:00,XXXX1985,INACTIVE,2649.5,False,False,False,False,False,False
MCH2021,Shenoy-Wable,5912,PHARMACY,SOLE_PROPRIETOR,Delhi,Delhi,2025-06-05 00:00:00,XXXX7599,ACTIVE,2287.51,False,False,False,False,False,False
MCH2022,Nagi-Gala,5999,MISC_RETAIL,INDIVIDUAL,Chennai,Tamil Nadu,2024-04-08 00:00:00,,ACTIVE,3182.35,False,False,False,False,True,False
MCH2024,"Ram, Manda and Chopra",4131,TRANSPORT,SOLE_PROPRIETOR,Pune,Maharashtra,2025-07-24 00:00:00,,ACTIVE,-1122.98,False,False,True,False,True,False
MCH2027,"Boase, Ghosh and Manda",5311,DEPARTMENT_STORE,PARTNERSHIP,Chennai,Tamil Nadu,2023-12-16 00:00:00,XXXX6284,ACTIVE,1163.7,False,False,False,False,False,False
MCH2028,Viswanathan LLC,4814,TELECOM,INDIVIDUAL,Pune,Maharashtra,2024-05-23 00:00:00,XXXX2833,ACTIVE,634.0,True,False,False,False,False,False
MCH2029,Bhalla-Brahmbhatt,5999,MISC_RETAIL,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-06-20 12:29:06,,ACTIVE,276.02,False,False,False,False,True,False
MCH2030,Singh-Banerjee,4131,TRANSPORT,INDIVIDUAL,Ludhiana,Punjab,2023-02-25 00:00:00,,ACTIVE,3976.0,False,False,False,False,True,False
MCH2032,"Doshi, Sur and Sarna",5812,RESTAURANT,PRIVATE_LIMITED,Pune,Maharashtra,2023-07-15 00:00:00,,ACTIVE,771.07,True,False,False,False,True,False
MCH2033,"Munshi, Sundaram and Bhasin",5699,APPAREL,PRIVATE_LIMITED,Pune,Maharashtra,2025-09-30 00:00:00,XXXX3680,ACTIVE,294.83,False,False,False,False,False,False
MCH2035,HORA-GROVER,4131,TRANSPORT,SOLE_PROPRIETOR,Delhi,Delhi,2026-01-07 09:43:17,,ACTIVE,212.97,False,False,False,False,True,False
MCH2037,Kadakia LLC,5411,GROCERY,PARTNERSHIP,Delhi,Delhi,2024-10-13 00:00:00,XXXX3925,ACTIVE,426.54,True,False,False,False,False,False
MCH2038,DARA-SAMA,7011,HOTEL,INDIVIDUAL,Hyderabad,Telangana,2023-08-20 00:00:00,XXXX3581,ACTIVE,801.94,False,False,False,False,False,False
MCH2040,Goel-Dewan,5999,MISC_RETAIL,INDIVIDUAL,Delhi,Delhi,2025-12-07 00:00:00,XXXX9625,ACTIVE,320.83,True,False,False,False,False,False
MCH2041,"Sagar, Chakraborty and Kurian",4131,TRANSPORT,SOLE_PROPRIETOR,Ludhiana,Punjab,2024-03-22 10:36:41,,INACTIVE,,False,False,False,True,True,False
MCH2042,"Rai, Das and Bava",5311,DEPARTMENT_STORE,PARTNERSHIP,Pune,Maharashtra,2023-12-17 00:00:00,XXXX9876,ACTIVE,1564.88,False,False,False,False,False,False
MCH2044,"Upadhyay, Kapoor and Nazareth",7011,HOTEL,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-01-02 00:58:55,XXXX2043,ACTIVE,368.05,False,False,False,False,False,False
MCH2045,Nadig-Bal,5699,APPAREL,PRIVATE_LIMITED,Pune,Maharashtra,2024-02-05 23:14:00,,ACTIVE,-2363.1,False,False,True,False,True,False
MCH2046,Konda-Garde,5411,GROCERY,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2026-01-28 00:00:00,,ACTIVE,1405.98,False,False,False,False,True,False
MCH2047,"KALITA, NAGARAJAN AND JOSHI",5999,MISC_RETAIL,INDIVIDUAL,Pune,Maharashtra,2024-07-07 00:00:00,XXXX2097,INACTIVE,341.63,False,False,False,False,False,False
MCH2051,Deshpande PLC,5912,PHARMACY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2024-10-06 00:00:00,XXXX7427,ACTIVE,625.93,False,False,False,False,False,False
MCH2052,"Saraf, Maharaj and Kakar",5999,MISC_RETAIL,INDIVIDUAL,Pune,Maharashtra,2025-01-30 00:00:00,XXXX8291,ACTIVE,3476.81,False,False,False,False,False,False
MCH2056,"Kadakia, Nagi and Ramakrishnan",5699,APPAREL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2023-02-23 00:00:00,XXXX6025,ACTIVE,2168.0,False,False,False,False,False,False
MCH2060,Grover-Dugar,7011,HOTEL,INDIVIDUAL,Chennai,Tamil Nadu,2025-10-02 05:31:26,XXXX4510,ACTIVE,540.0,True,False,False,False,False,False
MCH2063,Bhavsar Gr0up,4131,TRANSPORT,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-10-10 15:34:00,,ACTIVE,2405.73,False,False,False,False,True,False
MCH2064,date and sons,5812,RESTAURANT,PRIVATE_LIMITED,Delhi,Delhi,2025-08-05 00:00:00,,ACTIVE,1715.0,False,False,False,False,True,False
MCH2067,"Barad, Rai and Kapur",5411,GROCERY,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-03-04 00:00:00,XXXX4796,ACTIVE,999.18,False,False,False,False,False,False
MCH2071,Dube-Kapadia,4814,TELECOM,SOLE_PROPRIETOR,Amritsar,Punjab,2024-08-19 04:07:47,XXXX4750,ACTIVE,1392.0,True,False,False,False,False,False
MCH2074,D’Alia Inc,5699,APPAREL,PARTNERSHIP,Jaipur,Rajasthan,2025-10-22 19:54:55,XXXX7399,ACTIVE,1616.2,False,False,False,False,False,False
MCH2075,"Dhar,DeoandRau",5912,PHARMACY,INDIVIDUAL,Delhi,Delhi,2024-09-01 00:59:41,XXXX9516,ACTIVE,1584.12,False,False,False,False,False,False
MCH2076,Chad Ltd,5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2024-07-03 02:08:00,XXXX5416,ACTIVE,579.16,False,False,False,False,False,False
MCH2077,KARA PLC,5812,RESTAURANT,INDIVIDUAL,Amritsar,Punjab,2025-11-15 02:48:00,XXXX1473,ACTIVE,239.1,False,False,False,False,False,False
MCH2078,Chada-Dubey,5311,DEPARTMENT_STORE,INDIVIDUAL,Bengaluru,Karnataka,2025-03-14 00:00:00,,ACTIVE,1915.85,False,False,False,False,True,False
MCH2081,Date PLC,5311,DEPARTMENT_STORE,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-04-01 00:00:00,XXXX3660,ACTIVE,275.64,False,False,False,False,False,False
MCH2083,Patla-Basak,5912,PHARMACY,INDIVIDUAL,Kolkata,West Bengal,2024-10-08 01:26:00,,INACTIVE,556.93,False,False,False,False,True,False
MCH2084,"Murthy, Dutt and Bakshi",4131,TRANSPORT,PRIVATE_LIMITED,Mumbai,Maharashtra,2024-04-03 00:00:00,,ACTIVE,659.75,False,False,False,False,True,False
MCH2085,KALA-SHAH,4131,TRANSPORT,PRIVATE_LIMITED,Pune,Maharashtra,2024-07-22 00:00:00,XXXX7338,ACTIVE,3590.82,False,False,False,False,False,False
MCH2087,DUBEY-DOCTOR,5999,MISC_RETAIL,INDIVIDUAL,Amritsar,Punjab,2025-04-17 00:00:00,XXXX6100,ACTIVE,4751.6,False,False,False,False,False,False
MCH2090,Upadhyay PLC,5812,RESTAURANT,SOLE_PROPRIETOR,Delhi,Delhi,2026-01-05 04:15:56,XXXX9312,ACTIVE,439.31,False,False,False,False,False,False
MCH2092,"Dubey, Tara and Thaker",4131,TRANSPORT,INDIVIDUAL,Kolkata,West Bengal,2023-11-09 00:00:00,XXXX1847,ACTIVE,1262.97,False,False,False,False,False,False
MCH2093,Ghosh-Gaba,5999,MISC_RETAIL,SOLE_PROPRIETOR,Ludhiana,Punjab,2024-02-05 00:00:00,XXXX7804,ACTIVE,2389.0,True,False,False,False,False,False
MCH2094,Ratti Ltd,5411,GROCERY,SOLE_PROPRIETOR,Bengaluru,Karnataka,,XXXX4958,ACTIVE,4897.48,False,False,False,False,False,True
MCH2096,"Taneja, Basu and Bal",4814,TELECOM,PRIVATE_LIMITED,Pune,Maharashtra,2024-09-28 00:00:00,XXXX0442,ACTIVE,1660.3,False,False,False,False,False,False
MCH2098,Ranganathan-Chopra,4131,TRANSPORT,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-05-13 00:00:00,,ACTIVE,4538.04,False,False,False,False,True,False
MCH2099,Atwal Group,5699,APPAREL,PARTNERSHIP,Mumbai,Maharashtra,2025-10-23 20:48:00,XXXX7789,ACTIVE,245.52,True,False,False,False,False,False
MCH2100,"Jani, Bobal and Singhal",7011,HOTEL,INDIVIDUAL,Bengaluru,Karnataka,,,ACTIVE,1281.0,False,False,False,False,True,True
MCH2102,"Mand, Bobal and Saini",5812,RESTAURANT,INDIVIDUAL,Ludhiana,Punjab,2024-04-25 00:00:00,,ACTIVE,-2985.52,False,False,True,False,True,False
MCH2104,Iyengar PLC,5699,APPAREL,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2025-03-20 13:20:17,,INACTIVE,1344.05,True,False,False,False,True,False
MCH2105,Nagar-Misra,5912,PHARMACY,PRIVATE_LIMITED,Jaipur,Rajasthan,2024-03-17 02:55:14,XXXX8442,ACTIVE,1101.76,False,False,False,False,False,False
MCH2106,"Doctor, Karnik and Sridhar",5999,MISC_RETAIL,PARTNERSHIP,Bengaluru,Karnataka,2023-08-16 00:00:00,XXXX6082,INACTIVE,871.69,False,False,False,False,False,False
MCH2107,"wali, srinivas and vyas",5912,PHARMACY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-08-29 00:00:00,XXXX4711,ACTIVE,679.27,False,False,False,False,False,False
MCH2108,Sankar-Desai,5912,PHARMACY,SOLE_PROPRIETOR,Ludhiana,Punjab,2023-10-30 00:00:00,XXXX4754,INACTIVE,1535.43,False,False,False,False,False,False
MCH2111,Dubey-Oommen,7011,HOTEL,INDIVIDUAL,Ludhiana,Punjab,2023-07-26 08:03:00,,ACTIVE,5111.16,False,False,False,False,True,False
MCH2115,Kohli-Doshi,4131,TRANSPORT,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2024-05-24 11:16:59,XXXX7245,ACTIVE,8526.65,False,False,False,False,False,False
MCH2116,Chaudhari and Sons,5699,APPAREL,INDIVIDUAL,Jaipur,Rajasthan,2023-09-02 00:00:00,XXXX7517,ACTIVE,947.14,False,False,False,False,False,False
MCH2117,Lal Group,7011,HOTEL,PARTNERSHIP,Jaipur,Rajasthan,2025-10-28 00:00:00,,ACTIVE,2615.21,True,False,False,False,True,False
MCH2118,Jani-Subramaniam,5942,BOOKS_STATIONERY,PARTNERSHIP,Ludhiana,Punjab,2024-05-30 00:00:00,XXXX9855,ACTIVE,1546.09,False,False,False,False,False,False
MCH2119,Kashyap Ltd,5699,APPAREL,INDIVIDUAL,Chennai,Tamil Nadu,2023-07-23 08:53:50,XXXX1780,INACTIVE,1155.58,False,False,False,False,False,False
MCH2120,"Yohannan, Patla and Parmer",7011,HOTEL,PARTNERSHIP,Delhi,Delhi,2024-01-01 00:00:00,XXXX7380,ACTIVE,-3366.53,False,False,True,False,False,False
MCH2122,"Bava, Bal and Mittal",5912,PHARMACY,INDIVIDUAL,Pune,Maharashtra,2024-01-04 00:00:00,,ACTIVE,1119.03,True,False,False,False,True,False
MCH2123,"Pandey, Swamy and Desai",5912,PHARMACY,PRIVATE_LIMITED,Hyderabad,Telangana,2024-03-31 00:00:00,XXXX3370,ACTIVE,2367.0,False,False,False,False,False,False
MCH2124,"Chander, Kohli and Dube",4131,TRANSPORT,INDIVIDUAL,Delhi,Delhi,2024-02-15 00:00:00,XXXX2531,ACTIVE,1551.09,False,False,False,False,False,False
MCH2126,Golla and Sons,5311,DEPARTMENT_STORE,PARTNERSHIP,Hyderabad,Telangana,2024-04-15 00:00:00,XXXX7319,ACTIVE,342.0,False,False,False,False,False,False
MCH2128,Ghosh-Sharaf,5812,RESTAURANT,PARTNERSHIP,Amritsar,Punjab,2023-12-21 00:00:00,XXXX6722,ACTIVE,3157.17,False,False,False,False,False,False
MCH2129,Bhavsar-De,5912,PHARMACY,SOLE_PROPRIETOR,Hyderabad,Telangana,,XXXX9511,ACTIVE,4898.0,False,False,False,False,False,True
MCH2131,Boase-Varghese,5699,APPAREL,SOLE_PROPRIETOR,Pune,Maharashtra,2025-03-29 00:00:00,,ACTIVE,2157.11,False,False,False,False,True,False
MCH2133,Bose-Saraf,5999,MISC_RETAIL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-09-19 00:00:00,XXXX8626,ACTIVE,-434.11,False,False,True,False,False,False
MCH2135,"Singh, Talwar and Sur",5411,GROCERY,PRIVATE_LIMITED,Jalandhar,Punjab,2025-01-15 00:00:00,,INACTIVE,704.34,False,False,False,False,True,False
MCH2137,Saran and Sons,5699,APPAREL,PRIVATE_LIMITED,Delhi,Delhi,2023-11-10 00:00:00,,ACTIVE,2376.86,False,False,False,False,True,False
MCH2139,"Bali, Mahajan and Oza",5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,Bengaluru,Karnataka,2023-02-12 00:00:00,XXXX2161,ACTIVE,512.11,False,False,False,False,False,False
MCH2142,"Banerjee, Ghose and Parekh",5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,Delhi,Delhi,2024-08-23 00:00:00,XXXX2309,ACTIVE,-3367.02,False,False,True,False,False,False
MCH2144,Choudhary-Kashyap,5942,BOOKS_STATIONERY,PARTNERSHIP,Ludhiana,Punjab,2024-08-13 16:56:48,XXXX3571,ACTIVE,350.72,False,False,False,False,False,False
MCH2148,Dora Ltd,5912,PHARMACY,PRIVATE_LIMITED,Amritsar,Punjab,2024-05-30 17:40:28,,ACTIVE,343.34,False,False,False,False,True,False
MCH2149,"Doctor, Varughese and Hans",5942,BOOKS_STATIONERY,INDIVIDUAL,Bengaluru,Karnataka,2025-05-07 00:00:00,XXXX2634,ACTIVE,3778.33,False,False,False,False,False,False
MCH2152,"Choudhry, Chauhan and Dayal",5942,BOOKS_STATIONERY,PRIVATE_LIMITED,Pune,Maharashtra,2025-11-28 17:27:17,XXXX4605,ACTIVE,1507.67,False,False,False,False,False,False
MCH2153,"Dara, Vala and Venkatesh",5699,APPAREL,PARTNERSHIP,Chennai,Tamil Nadu,2023-06-21 00:00:00,,ACTIVE,-1608.19,False,False,True,False,True,False
MCH2154,"Badal, Yadav and Mane",5999,MISC_RETAIL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2023-08-02 02:36:07,XXXX9820,ACTIVE,-4388.39,False,False,True,False,False,False
MCH2155,Vig-Bobal,4814,TELECOM,PRIVATE_LIMITED,Delhi,Delhi,2023-05-03 00:00:00,XXXX5202,ACTIVE,8483.0,False,False,False,False,False,False
MCH2157,PARMER-SINHA,5912,PHARMACY,PARTNERSHIP,Delhi,Delhi,2023-10-22 03:49:00,,ACTIVE,1536.42,False,False,False,False,True,False
MCH2159,Sawhney LLC,5812,RESTAURANT,SOLE_PROPRIETOR,Jalandhar,Punjab,2024-05-16 00:00:00,XXXX8022,ACTIVE,1420.0,False,False,False,False,False,False
MCH2165,Venkataraman-Seshadri,5912,PHARMACY,SOLE_PROPRIETOR,Pune,Maharashtra,2024-06-26 00:00:00,,ACTIVE,137.68,False,False,False,False,True,False
MCH2166,SANT-VENKATESH,5912,PHARMACY,INDIVIDUAL,Amritsar,Punjab,2024-09-20 00:00:00,XXXX6270,ACTIVE,789.14,False,False,False,False,False,False
MCH2169,"Yogi, Bhakta and Suresh",5812,RESTAURANT,PRIVATE_LIMITED,Hyderabad,Telangana,2023-04-25 08:08:00,XXXX3751,ACTIVE,5225.51,False,False,False,False,False,False
MCH2172,"taneja, raj and vora",7011,HOTEL,SOLE_PROPRIETOR,Hyderabad,Telangana,2025-06-15 03:11:00,,ACTIVE,466.45,False,False,False,False,True,False
MCH2174,"Sood, Chowdhury and Chacko",7011,HOTEL,PRIVATE_LIMITED,Delhi,Delhi,2024-03-13 00:00:00,XXXX0729,INACTIVE,1287.16,False,False,False,False,False,False
MCH2177,Ramakrishnan Inc,5411,GROCERY,INDIVIDUAL,Jaipur,Rajasthan,2023-10-13 20:27:27,XXXX9156,ACTIVE,1755.18,False,False,False,False,False,False
MCH2179,CHANDA-SURA,5699,APPAREL,PRIVATE_LIMITED,Jalandhar,Punjab,2026-01-07 00:00:00,XXXX4523,ACTIVE,1281.24,False,False,False,False,False,False
MCH2180,Chaudry-Sidhu,5699,APPAREL,PRIVATE_LIMITED,Pune,Maharashtra,,XXXX6419,ACTIVE,3354.42,True,False,False,False,False,True
MCH2183,Savant LLC,4131,TRANSPORT,SOLE_PROPRIETOR,Delhi,Delhi,,XXXX8842,ACTIVE,-202.62,False,False,True,False,False,True
MCH2185,wagle inc,5912,PHARMACY,PRIVATE_LIMITED,Pune,Maharashtra,,XXXX8242,INACTIVE,828.0,True,False,False,False,False,True
MCH2186,Venkatesh and Sons,5912,PHARMACY,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-11-23 00:00:00,,ACTIVE,661.82,False,False,False,False,True,False
MCH2187,Balan and Sons,5999,MISC_RETAIL,SOLE_PROPRIETOR,Bengaluru,Karnataka,2024-10-22 00:00:00,,ACTIVE,1340.0,False,False,False,False,True,False
MCH2188,"Sundaram, Prakash and Sheth",5699,APPAREL,SOLE_PROPRIETOR,Hyderabad,Telangana,2025-11-02 20:29:00,,ACTIVE,-778.36,False,False,True,False,True,False
MCH2189,"Mammen, Balakrishnan and Prakash",5311,DEPARTMENT_STORE,SOLE_PROPRIETOR,Jaipur,Rajasthan,2025-05-14 00:00:00,,ACTIVE,2363.97,False,False,False,False,True,False
MCH2191,"CHOUDHRY, RAI AND CHOKSHI",5942,BOOKS_STATIONERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-04-14 00:00:00,,ACTIVE,3020.11,True,False,False,False,True,False
MCH2196,Badal-Ghosh,4131,TRANSPORT,INDIVIDUAL,Delhi,Delhi,2024-04-07 00:00:00,XXXX7232,ACTIVE,188.84,False,False,False,False,False,False
MCH2197,Palan-Bhatti,5311,DEPARTMENT_STORE,PARTNERSHIP,Delhi,Delhi,,XXXX4050,ACTIVE,2800.25,False,False,False,False,False,True
MCH2198,"Arya, Dalal and Keer",5812,RESTAURANT,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-09-08 16:05:16,,ACTIVE,2776.31,False,False,False,False,True,False
MCH2199,Subramanian Inc,5311,DEPARTMENT_STORE,PRIVATE_LIMITED,Bengaluru,Karnataka,2024-01-14 00:00:00,,INACTIVE,369.25,False,False,False,False,True,False
MCH2200,Choudhry-Vig,4814,TELECOM,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-04-21 06:16:00,XXXX9384,ACTIVE,207.14,False,False,False,False,False,False
MCH2201,"Chandra, Sen and Ray",5812,RESTAURANT,PRIVATE_LIMITED,Bengaluru,Karnataka,2025-11-17 00:00:00,XXXX8373,ACTIVE,-384.1,False,False,True,False,False,False
MCH2202,"dass, vala and goda",5912,PHARMACY,PRIVATE_LIMITED,Hyderabad,Telangana,2023-06-19 00:00:00,XXXX1580,INACTIVE,-1191.83,False,False,True,False,False,False
